Make;Model;BodyType;BodySize;SportsLevel;Luxury;Exotic;Origin
Volkswagen;Golf R;Hatchback;Compact;2;False;False;germany
Volkswagen;Jetta;Sedan;Compact;0;False;False;germany
Volkswagen;New Beetle;Hatchback;Subcompact;0;False;False;germany
Volkswagen;Passat;Sedan;Midsize;0;False;False;germany
Volkswagen;Rabbit;Hatchback;Compact;0;False;False;germany
Volkswagen;Tiguan;SUV, Crossover;Compact;0;False;False;germany
Volkswagen;Touareg;SUV, Crossover;Midsize;0;False;False;germany
Volkswagen;Touran;Minivan;Compact;0;False;False;germany
Volvo;S60;Sedan;Compact;0;True;False;sweden
Volvo;S90;Sedan;Midsize;0;True;False;sweden
Volvo;V50;Wagon;Compact;0;True;False;sweden
Volvo;V60;Wagon;Compact;0;True;False;sweden
Volvo;V70;Wagon;Midsize;0;True;False;sweden
Volvo;V90;Wagon;Midsize;0;True;False;sweden
Volvo;V90 Cross Country;Sedan;Midsize;0;True;False;sweden
Volvo;XC40;SUV, Crossover;Compact;0;True;False;sweden
Volvo;XC60;SUV, Crossover;Midsize;0;True;False;sweden
Volvo;XC90;SUV, Crossover;Midsize;0;True;False;sweden
